Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
"12pairs - 3""l Stainless Steel Metal Hoop Pin Catch Earrings",DZ PACKED;EARRINGS/,images/20200710/PKE3332-@GS@3L@482542@675@05.jpg,images/20200710/des_img/PKE3332-@GS@3L@482542@675@05@1.jpg,"Style No : 482542 Color : Gold, Rhodium  Size : 3"" L (80mm) Pin Catch 12Pairs - 3""L Stainless Steel Metal Hoop Pin Catch Earrings",6.75
Gold Dipped Cubic Zirconia Crisscross Stud Earrings,JEWELRY;EARRING/FASHION,images/20190313/SE1307-G-CR-CZ-025X04-431052-675-01.jpg,,"Style No : 431052 Color : Clear, Gold  Size : 0.25"" X 0.4""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold Dipped Cubic Zirconia Crisscross Stud Earrings",6.75
Gold Dipped Cubic Zirconia Fairy Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6113-RG-C-CZ-155_2L-05X075-430694-675-01.jpg,images/20190311/des_img/PDN6113-RG-C-CZ-155_2L-05X075-430694-675-01-1.jpg,"Style No : 430694 Color : Clear, Rose Gold   Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.5"" X 0.75"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Fairy Pendant Necklace",6.75
Gold Dipped Cubic Zirconia Fairy Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6113-G-CR-CZ-155_2L-05X075-430692-675-01.jpg,images/20190311/des_img/PDN6113-G-CR-CZ-155_2L-05X075-430692-675-01-1.jpg,"Style No : 430692 Color : Clear, Gold  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.5"" X 0.75"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Fairy Pendant Necklace",6.75
Gold Dipped Cubic Zirconia Key Heart Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6112-RG-C-CZ-155_2L-04X06-430691-750-01.jpg,images/20190311/des_img/PDN6112-RG-C-CZ-155_2L-04X06-430691-750-01-1.jpg,"Style No : 430691 Color : Clear, Rose Gold  Theme : Heart, Key&Lock  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.6"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Key Heart Pendant Necklace",7.50
Gold Dipped Cubic Zirconia Pave Star Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6110-RG-C-CZ-155_2L-025X025-430688-675-01.jpg,images/20190311/des_img/PDN6110-RG-C-CZ-155_2L-025X025-430688-675-01-1.jpg,"Style No : 430688 Color : Clear, Rose Gold  Theme : Star  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.25"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Pave Star Pendant Necklace",6.75
Gold Dipped Cubic Zirconia Pave Star Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6110-G-CR-CZ-155_2L-025X025-430686-675-01.jpg,images/20190311/des_img/PDN6110-G-CR-CZ-155_2L-025X025-430686-675-01-1.jpg,"Style No : 430686 Color : Clear, Gold Theme : Star  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.25"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Pave Star Pendant Necklace",6.75
Gold Dipped Cubic Zirconia Fishbone Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6049-RG-C-CZ-14_1L-06X025-430673-475-01.jpg,images/20190311/des_img/PDN6049-RG-C-CZ-14_1L-06X025-430673-475-01-1.jpg,"Style No : 430673 Color : Clear, Rose Gold  Theme : Sea Life  Necklace Size : 14"" + 1"" L  Pendant Size : 0.6"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Fishbone Pendant Necklace",4.75
White Gold Dipped Cubic Zirconia Fishbone Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6049-R-CR-CZ-14_1L-06X025-430672-475-01.jpg,images/20190311/des_img/PDN6049-R-CR-CZ-14_1L-06X025-430672-475-01-1.jpg,"Style No : 430672 Color : Clear, Rhodium Theme : Sea Life  Necklace Size : 14"" + 1"" L  Pendant Size : 0.6"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  White Gold Dipped Cubic Zirconia Fishbone Pendant Necklace",4.75
Gold Dipped Cubic Zirconia Pave Star Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN6044-RG-C-CZ-14_1L-03X03-430670-750-01.jpg,images/20190311/des_img/PDN6044-RG-C-CZ-14_1L-03X03-430670-750-01-1.jpg,"Style No : 430670 Color : Clear, Rose Gold  Theme : Star  Necklace Size : 14"" + 1"" L  Pendant Size : 0.3"" X 0.3"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Pave Star Pendant Necklace",7.50
White Gold Dipped Cubic Zirconia Clover Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN1344-R-CR-CZ-14_1L-025X025-430708-525-01.jpg,images/20190311/des_img/PDN1344-R-CR-CZ-14_1L-025X025-430708-525-01-1.jpg,"Style No : 430708 Color : Clear, Rhodium Theme : Clover  Necklace Size : 14"" + 1"" L  Pendant Size : 0.25"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  White Gold Dipped Cubic Zirconia Clover Pendant Necklace",5.25
Gold Dipped Cubic Zirconia Clover Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN1344-G-CR-CZ-14_1L-025X025-430707-525-01.jpg,images/20190311/des_img/PDN1344-G-CR-CZ-14_1L-025X025-430707-525-01-1.jpg,"Style No : 430707 Color : Clear, Gold Theme : Clover  Necklace Size : 14"" + 1"" L  Pendant Size : 0.25"" X 0.25"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Clover Pendant Necklace",5.25
Gold Dipped Cubic Zirconia Arrow Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN1338-RG-C-CZ-14_1L-02X04-430703-450-01.jpg,images/20190311/des_img/PDN1338-RG-C-CZ-14_1L-02X04-430703-450-01-1.jpg,"Style No : 430703 Color : Clear, Rose Gold  Theme : Arrow  Necklace Size : 14"" + 1"" L  Pendant Size : 0.2"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Arrow Pendant Necklace",4.50
Gold Dipped Cz Engagement Ring Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN1241-RG-C-CZ-14_1L-035X04-430685-525-01.jpg,images/20190311/des_img/PDN1241-RG-C-CZ-14_1L-035X04-430685-525-01-1.jpg,"Style No : 430685 Color : Clear, Rose Gold   Necklace Size : 14"" + 1"" L  Pendant Size : 0.35"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped CZ Engagement Ring Pendant Necklace",5.25
White Gold Dipped Cz Engagement Ring Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190311/PDN1241-R-CR-CZ-14_1L-035X04-430684-525-01.jpg,images/20190311/des_img/PDN1241-R-CR-CZ-14_1L-035X04-430684-525-01-1.jpg,"Style No : 430684 Color : Clear, Rhodium  Necklace Size : 14"" + 1"" L  Pendant Size : 0.35"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  White Gold Dipped CZ Engagement Ring Pendant Necklace",5.25
2pcs - Rhodium Plated Round Cz Ring,JEWELRY;RING/SIZED,images/20190308/SR4176-SV-CZ-SIZE6789-2PCS-02H-025H-430466-525-01.jpg,images/20190308/des_img/SR4176-SV-CZ-SIZE6789-2PCS-02H-025H-430466-525-01-1.jpg,"Style No : 430466 Color : Clear, Silver  Size : 0.2"" H Lead and Nickel Compliant CZ Cubic Zirconia  2PCS - Rhodium Plated Round CZ Ring",5.25
Rhodium Plated 3rows Cz Pave Ring,JEWELRY;RING/SIZED,images/20190308/SR2324-SV-SIZE6789-02H-430448-575-01.jpg,images/20190308/des_img/SR2324-SV-SIZE6789-02H-430448-575-01-1.jpg,"Style No : 430448 Color : Clear, Silver  Size : 0.2"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rhodium Plated 3Rows CZ Pave Ring",5.75
Rose Gold Plated 3rows Cz Pave Ring,JEWELRY;RING/SIZED,images/20190308/SR2324-RG-SIZE6789-02H-430458-575-01.jpg,images/20190308/des_img/SR2324-RG-SIZE6789-02H-430458-575-01-1.jpg,"Style No : 430458 Color : Clear, Rose Gold   Size : 0.2"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rose Gold Plated 3Rows CZ Pave Ring",5.75
Gold Plated 3rows Cz Pave Ring,JEWELRY;RING/SIZED,images/20190308/SR2324-GD-SIZE6789-02H-430453-575-01.jpg,images/20190308/des_img/SR2324-GD-SIZE6789-02H-430453-575-01-1.jpg,"Style No : 430453 Color : Clear, Gold  Size : 0.2"" H Gold Plated 3Rows Triangle CZ Ring Lead and Nickel Compliant CZ Cubic Zirconia  Gold Plated 3Rows CZ Pave Ring",5.75
Rhodium Plated Cz Pave Ring,JEWELRY;RING/SIZED,images/20190308/SR2287-SV-CZ-SIZE6789-02H-430423-375-01.jpg,images/20190308/des_img/SR2287-SV-CZ-SIZE6789-02H-430423-375-01-1.jpg,"Style No : 430423 Color : Clear, Silver  Size : 0.2"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rhodium Plated CZ Pave Ring",3.75
Rose Gold Plated Cz Pave Ring,JEWELRY;RING/SIZED,images/20190308/SR2287-RG-CZ-SIZE6789-02H-430428-375-01.jpg,images/20190308/des_img/SR2287-RG-CZ-SIZE6789-02H-430428-375-01-1.jpg,"Style No : 430428 Color : Clear, Rose Gold   Size : 0.2"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rose Gold Plated CZ Pave Ring",3.75
Rhodium Plated Cz Pave Pearl Ring,JEWELRY;RING/SIZED,images/20190308/SR1097-SV-CZ-SIZE6789-05H-430393-375-01.jpg,images/20190308/des_img/SR1097-SV-CZ-SIZE6789-05H-430393-375-01-1.jpg,"Style No : 430393 Color : Clear, Silver Theme : Pearl  Size : 0.5"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rhodium Plated CZ Pave Pearl Ring",3.75
Rose Gold Plated Cz Pave Pearl Ring,JEWELRY;RING/SIZED,images/20190308/SR1097-RG-CZ-SIZE6789-05H-430403-375-01.jpg,images/20190308/des_img/SR1097-RG-CZ-SIZE6789-05H-430403-375-01-1.jpg,"Style No : 430403 Color : Clear, Rose Gold  Theme : Pearl  Size : 0.5"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rose Gold Plated CZ Pave Pearl Ring",3.75
Gold Plated Cz Pave Pearl Ring,JEWELRY;RING/SIZED,images/20190308/SR1097-GD-CZ-SIZE6789-05H-430398-375-01.jpg,images/20190308/des_img/SR1097-GD-CZ-SIZE6789-05H-430398-375-01-1.jpg,"Style No : 430398 Color : Clear, Gold Theme : Pearl  Size : 0.5"" H Lead and Nickel Compliant CZ Cubic Zirconia  Gold Plated CZ Pave Pearl Ring",3.75
Rhodium Plated Round Cz Ring,JEWELRY;RING/SIZED,images/20190308/SR1090-SV-CZ-SIZE6789-025H-430408-375-01.jpg,images/20190308/des_img/SR1090-SV-CZ-SIZE6789-025H-430408-375-01-1.jpg,"Style No : 430408 Color : Clear, Silver  Size : 0.25"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rhodium Plated Round CZ Ring",3.75
Rose Gold Plated Round Cz Ring,JEWELRY;RING/SIZED,images/20190308/SR1090-RG-CZ-SIZE6789-025H-430418-375-01.jpg,images/20190308/des_img/SR1090-RG-CZ-SIZE6789-025H-430418-375-01-1.jpg,"Style No : 430418 Color : Clear, Rose Gold   Size : 0.25"" H Lead and Nickel Compliant CZ Cubic Zirconia  Rose Gold Plated Round CZ Ring",3.75
Gold Plated Round Cz Ring,JEWELRY;RING/SIZED,images/20190308/SR1090-GD-CZ-SIZE6789-025H-430413-375-01.jpg,images/20190308/des_img/SR1090-GD-CZ-SIZE6789-025H-430413-375-01-1.jpg,"Style No : 430413 Color : Clear, Gold  Size : 0.25"" H Lead and Nickel Compliant CZ Cubic Zirconia  Gold Plated Round CZ Ring",3.75
Gold Dipped Cz Moon Star Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6106-RG-C-155_2L-03X04-430128-750-01.jpg,images/20190305/des_img/PDN6106-RG-C-155_2L-03X04-430128-750-01-1.jpg,"Style No : 430128 Color : Clear, Rose Gold  Theme : Moon  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.3"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped CZ Moon Star Pendant Necklace",7.50
Gold Dipped Cubic Zirconia Crisscross Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6105-RG-C-155_2L-04X04-430129-600-01.jpg,images/20190305/des_img/PDN6105-RG-C-155_2L-04X04-430129-600-01-1.jpg,"Style No : 430129 Color : Clear, Rose Gold   Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Crisscross Pendant Necklace",6.00
Gold Dipped Cubic Zirconia Crisscross Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6105-G-CR-155_2L-04X04-430125-600-01.jpg,images/20190305/des_img/PDN6105-G-CR-155_2L-04X04-430125-600-01-1.jpg,"Style No : 430125 Color : Clear, Gold  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.4"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Crisscross Pendant Necklace",6.00
Gold Dipped Cz Angel Wings Key Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6103-G-CR-16_2L-1X05-430122-750-01.jpg,images/20190305/des_img/PDN6103-G-CR-16_2L-1X05-430122-750-01-1.jpg,"Style No : 430122 Color : Clear, Gold Theme : Angel & Wings, Key&Lock  Necklace Size : 15.5"" + 2"" L  Pendant Size : 1"" X 0.5"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped CZ Angel Wings Key Pendant Necklace",7.50
Gold Dipped Cz 'love Me' Heart Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6102-RG-C-155_2L-04X08-430121-675-01.jpg,images/20190305/des_img/PDN6102-RG-C-155_2L-04X08-430121-675-01-1.jpg,"Style No : 430121 Color : Clear, Rose Gold  Theme : Heart, Love, Message  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.8"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped CZ 'Love Me' Heart Pendant Necklace",6.75
White Gold Dipped Cz 'love Me' Heart Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6102-R-CR-155_2L-04X08-430120-675-01.jpg,images/20190305/des_img/PDN6102-R-CR-155_2L-04X08-430120-675-01-1.jpg,"Style No : 430120 Color : Clear, Rhodium Theme : Heart, Love, Message  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.8"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  White Gold Dipped CZ 'Love Me' Heart Pendant Necklace",6.75
Gold Dipped Cz 'love Me' Heart Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6102-G-CR-155_2L-04X08-430119-675-01.jpg,images/20190305/des_img/PDN6102-G-CR-155_2L-04X08-430119-675-01-1.jpg,"Style No : 430119 Color : Clear, Gold Theme : Heart, Love, Message  Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.4"" X 0.8"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped CZ 'Love Me' Heart Pendant Necklace",6.75
Gold Dipped Cubic Zirconia Lightning Bolt Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20190305/PDN6100-RG-C-155_2L-02X06-430115-600-01.jpg,images/20190305/des_img/PDN6100-RG-C-155_2L-02X06-430115-600-01-1.jpg,"Style No : 430115 Color : Clear, Rose Gold   Necklace Size : 15.5"" + 2"" L  Pendant Size : 0.2"" X 0.6"" Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Gold Dipped Cubic Zirconia Lightning Bolt Pendant Necklace",6.00
Gold Dipped Cubic Zirconia Tree Of Life Stud Earrings,JEWELRY;EARRING/FASHION,images/20190305/SE120-RG-C-CZ-05X05-430106-600-01.jpg,,"Style No : 430106 Color : Clear, Rose Gold  Theme : Tree of Life  Size :  0.5"" X 0.5"" Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold Dipped Cubic Zirconia Tree of Life Stud Earrings",6.00
White Gold Dipped Cubic Zirconia Tree Of Life Stud Earrings,JEWELRY;EARRING/FASHION,images/20190305/SE120-R-CR-CZ-05X05-430105-600-01.jpg,,"Style No : 430105 Color : Clear, Rhodium Theme : Tree of Life  Size :  0.5"" X 0.5"" Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post White Gold Dipped Cubic Zirconia Tree of Life Stud Earrings",6.00
Gold Dipped Cubic Zirconia Tree Of Life Stud Earrings,JEWELRY;EARRING/FASHION,images/20190305/SE120-G-CR-CZ-05X05-430104-600-01.jpg,,"Style No : 430104 Color : Clear, Gold Theme : Tree of Life  Size :  0.5"" X 0.5"" Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold Dipped Cubic Zirconia Tree of Life Stud Earrings",6.00
Gold Dipped Cubic Zirconia Pave Round Earrings,JEWELRY;EARRING/FASHION,images/20190223/MSE1170-RG-C-CZ-06X08-429331-900-01.jpg,,"Style No : 429331 Color : Clear, Rose Gold   Size : 0.6"" X 0.8""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold dipped Cubic Zirconia Pave Round Earrings",9.00
Gold Dipped Cubic Zirconia Pave Square Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20190223/MSE1169-RG-C-CZ-11X14-429328-750-01.jpg,,"Style No : 429328 Color : Clear, Rose Gold   Size : 1.1"" X 1.4""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold dipped Cubic Zirconia Pave Square Earrings",7.50
White Gold Dipped Cubic Zirconia Pave Square Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20190223/MSE1169-R-CR-CZ-11X14-429327-750-01.jpg,,"Style No : 429327 Color : Clear, Rhodium  Size : 1.1"" X 1.4""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post White Gold dipped Cubic Zirconia Pave Square Earrings",7.50
White Gold Dipped Cubic Zirconia Pave Pearl Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1165-R-WH-CZ-035X08-429319-975-01.jpg,,"Style No : 429319 Color : Clear, Rhodium, White Theme : Pearl  Size : 0.35"" X 0.8""  Fish Hook Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post White Gold dipped Cubic Zirconia Pave Pearl Earrings",9.75
Gold Dipped Cubic Zirconia Pave Pearl Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1165-RG-CR-CZ-035X08-429318-975-01.jpg,,"Style No : 429318 Color : Clear, Cream, Rose Gold  Theme : Pearl  Size : 0.35"" X 0.8""  Fish Hook Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pave Pearl Earrings",9.75
Gold Dipped Cubic Zirconia Pave Pearl Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1165-G-CR-CZ-035X08-429317-975-01.jpg,,"Style No : 429317 Color : Clear, Cream, Gold Theme : Pearl  Size : 0.35"" X 0.8""  Fish Hook Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pave Pearl Earrings",9.75
White Gold Dipped Cubic Zirconia Pave Floral Pearl Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1161-R-WH-CZ-05X09-429316-1500-01.jpg,,"Style No : 429316 Color : Rhodium, White Theme : Flower & Leaf, Pearl  Size : 0.5"" X 0.9""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post White Gold dipped Cubic Zirconia Pave Floral Pearl Earrings",15.00
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1156-RG-CR-CZ-05X05-429306-675-01.jpg,,"Style No : 429306 Color : Clear, Cream, Rose Gold  Theme : Pearl  Size : 0.5"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",6.75
White Gold Dipped Cubic Zirconia Pearl Round Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1151-R-WH-CZ-05X05-429298-600-01.jpg,,"Style No : 429298 Color : Rhodium, White Theme : Pearl  Size : 0.5"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post White Gold dipped Cubic Zirconia Pearl Round Stud Earrings",6.00
Gold Dipped Cubic Zirconia Pearl Round Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1151-G-CR-CZ-05X05-429296-600-01.jpg,,"Style No : 429296 Color : Clear, Gold Theme : Pearl  Size : 0.5"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Round Stud Earrings",6.00
Gold Dipped Cubic Zirconia Butterfly Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/SE1167-RG-C-CZ-03X075-429322-750-01.jpg,,"Style No : 429322 Color : Clear, Rose Gold  Theme : Bug, Butterfly  Size : 0.3"" X 0.75""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Sterling Silver Post Gold dipped Cubic Zirconia Butterfly Stud Earrings",7.50
White Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1157-R-WH-CZ-065X065-429310-1050-01.jpg,,"Style No : 429310 Color : Clear, Rhodium, White Theme : Pearl  Size : 0.65"" X 0.65""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post White Gold dipped Cubic Zirconia Pearl Stud Earrings",10.50
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1157-RG-CR-CZ-065X065-429309-1050-01.jpg,,"Style No : 429309 Color : Clear, Cream, Rose Gold  Theme : Pearl  Size : 0.65"" X 0.65""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",10.50
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1157-G-CR-CZ-065X065-429308-1050-01.jpg,,"Style No : 429308 Color : Clear, Cream, Gold Theme : Pearl  Size : 0.65"" X 0.65""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",10.50
White Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1152-R-WH-CZ-04X05-429301-600-01.jpg,,"Style No : 429301 Color : Rhodium, White Theme : Pearl  Size : 0.4"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post White Gold dipped Cubic Zirconia Pearl Stud Earrings",6.00
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1152-RG-CR-CZ-04X05-429300-600-01.jpg,,"Style No : 429300 Color : Clear, Cream, Rose Gold  Theme : Pearl  Size : 0.4"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",6.00
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;EARRING/STUD,images/20190223/PE1152-G-CR-CZ-04X05-429299-600-01.jpg,,"Style No : 429299 Color : Clear, Cream, Gold Theme : Pearl  Size : 0.4"" X 0.5""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",6.00
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1155-RG-CR-CZ-06X06-429303-975-01.jpg,,"Style No : 429303 Color : Clear, Cream, Rose Gold  Theme : Pearl  Size : 0.6"" X 0.6""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",9.75
Gold Dipped Cubic Zirconia Pearl Stud Earrings,JEWELRY;CUBIC ZIRCONIA/,images/20190223/PE1155-G-CR-CZ-06X06-429302-975-01.jpg,,"Style No : 429302 Color : Clear, Cream, Gold Theme : Pearl  Size : 0.6"" X 0.6""  Post Back Lead and Nickel Compliant Made In Korea Gold Dipped CZ Cubic Zirconia  Glass Pearl Sterling Silver Post Gold dipped Cubic Zirconia Pearl Stud Earrings",9.75
2pcs - Cubic Zirconia Round Cut Engagement Ring,JEWELRY;RING/SIZED,images/20190216/SR72-50094-CL-SV-2P-04H-size6_9-428635-375-01.jpg,images/20190216/des_img/SR72-50094-CL-SV-2P-04H-size6_9-428635-375-01-1.jpg,"Style No : 428635 Color : Clear, Silver  Size : 0.4"" H CZ Cubic Zirconia  2PCS - Cubic Zirconia Round Cut Engagement Ring",3.75
Gold Dipped Cubic Zirconia Huggie Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20190116/MSE1182-G-CR-CZ-05L-423606-600-01.jpg,,"Style No : 423606 Color : Clear, Gold  Size : 0.5"" L Lead and Nickel Compliant Made In Korea Gold Dipped Gold Dipped Cubic Zirconia Huggie Earrings",6.00
Gold Dipped Cubic Zirconia Huggie Earrings,JEWELRY;EARRING/METAL W/ STONE,images/20190116/MSE1181-RG-C-CZ-05L-423605-750-01.jpg,,"Style No : 423605 Color : Clear, Rose Gold   Size : 0.5"" L Lead and Nickel Compliant Made In Korea Gold Dipped Gold Dipped Cubic Zirconia Huggie Earrings",7.50
